psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
20	1	0	0	0	0	0	0	+	259582-1	21	0	21	mmu-mir-669a-1	97	19	40	1	21,	0,	19,
21	1	0	0	0	0	0	0	+	259605-1	22	0	22	mmu-mir-183	70	5	27	1	22,	0,	5,
20	1	0	0	0	0	0	0	+	259609-1	21	0	21	mmu-mir-320	82	46	67	1	21,	0,	46,
19	1	0	0	0	0	0	0	+	259617-1	20	0	20	mmu-mir-28	86	12	32	1	20,	0,	12,
17	0	0	0	0	0	0	0	+	259654-1	18	1	18	mmu-mir-299	63	39	56	1	17,	1,	39,
17	0	0	0	0	0	0	0	-	259654-1	18	1	18	mmu-mir-299	63	7	24	1	17,	0,	7,
16	0	0	0	0	0	0	0	+	259655-1	16	0	16	mmu-mir-452	85	13	29	1	16,	0,	13,
18	1	0	0	0	0	0	0	+	259707-1	19	0	19	mmu-mir-96	106	23	42	1	19,	0,	23,
22	0	0	0	0	0	0	0	+	259708-1	23	0	22	mmu-mir-574	78	10	32	1	22,	0,	10,
20	0	0	0	0	0	1	2	-	259710-1	21	1	21	mmu-mir-466f-3	94	57	79	2	10,10,	0,10,	57,69,
20	1	0	0	0	0	0	0	+	259729-1	21	0	21	mmu-mir-29b-2	81	51	72	1	21,	0,	51,
20	1	0	0	0	0	0	0	+	259729-1	21	0	21	mmu-mir-29b-1	71	46	67	1	21,	0,	46,
19	2	0	0	0	0	0	0	+	259741-1	21	0	21	mmu-mir-196b	85	15	36	1	21,	0,	15,
20	1	0	0	0	0	0	0	+	259741-1	21	0	21	mmu-mir-196a-2	85	15	36	1	21,	0,	15,
20	1	0	0	0	0	0	0	+	259741-1	21	0	21	mmu-mir-196a-1	102	23	44	1	21,	0,	23,
20	1	0	0	0	0	0	0	+	259745-1	21	0	21	mmu-mir-127	70	6	27	1	21,	0,	6,
19	1	0	0	0	0	0	0	+	259766-1	20	0	20	mmu-mir-106a	65	4	24	1	20,	0,	4,
22	0	0	0	0	0	0	0	+	259773-1	24	0	22	mmu-mir-2133-2	95	5	27	1	22,	0,	5,
22	0	0	0	0	0	0	0	+	259773-1	24	0	22	mmu-mir-2133-1	91	3	25	1	22,	0,	3,
23	0	0	0	0	0	0	0	+	259774-1	23	0	23	mmu-mir-367	75	30	53	1	23,	0,	30,
20	1	0	0	0	0	0	0	+	259780-1	21	0	21	mmu-mir-181b-2	89	15	36	1	21,	0,	15,
17	0	0	0	0	0	0	0	+	259785-1	20	0	17	mmu-mir-429	83	50	67	1	17,	0,	50,
18	2	0	0	0	0	0	0	+	259798-1	20	0	20	mmu-mir-302d	66	41	61	1	20,	0,	41,
16	0	0	0	0	0	0	0	+	259802-1	21	0	16	mmu-mir-689-2	109	93	109	1	16,	0,	93,
19	1	0	0	0	0	0	0	+	259817-1	21	0	20	mmu-mir-24-2	107	60	80	1	20,	0,	60,
19	1	0	0	0	0	0	0	+	259817-1	21	0	20	mmu-mir-24-1	68	43	63	1	20,	0,	43,
19	1	0	0	0	0	0	0	+	259828-1	21	0	20	mmu-mir-295	69	42	62	1	20,	0,	42,
21	1	0	0	0	0	0	0	+	259829-1	22	0	22	mmu-mir-30d	82	11	33	1	22,	0,	11,
20	0	0	0	0	0	0	0	+	259857-1	21	1	21	mmu-mir-669o	96	19	39	1	20,	1,	19,
19	2	0	0	0	0	0	0	+	259879-1	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
18	1	0	0	0	0	0	0	+	259898-1	19	0	19	mmu-mir-24-1	68	44	63	1	19,	0,	44,
19	1	0	0	0	0	0	0	+	259906-1	20	0	20	mmu-mir-337	97	30	50	1	20,	0,	30,
19	1	0	0	0	0	0	0	+	259957-1	20	0	20	mmu-mir-135b	97	15	35	1	20,	0,	15,
20	1	0	0	0	0	0	0	+	259981-1	21	0	21	mmu-mir-291a	82	50	71	1	21,	0,	50,
20	1	0	0	0	0	0	0	+	259985-1	21	0	21	mmu-mir-26b	85	14	35	1	21,	0,	14,
18	0	0	0	0	0	0	0	+	259987-1	19	0	18	mmu-mir-674	100	23	41	1	18,	0,	23,
19	1	0	0	0	0	0	0	+	259988-1	20	0	20	mmu-mir-294	84	35	55	1	20,	0,	35,
19	1	0	0	0	0	0	0	+	260013-1	20	0	20	mmu-mir-669l	98	18	38	1	20,	0,	18,
19	1	0	0	0	0	0	0	+	260013-1	20	0	20	mmu-mir-669d	121	41	61	1	20,	0,	41,
20	1	0	0	0	0	0	0	+	260028-1	21	0	21	mmu-mir-140	70	45	66	1	21,	0,	45,
17	0	0	0	0	0	0	0	+	260033-1	20	3	20	mmu-mir-20a	107	86	103	1	17,	3,	86,
18	0	0	0	0	0	0	0	+	260062-1	19	0	18	mmu-mir-200a	90	53	71	1	18,	0,	53,
16	0	0	0	0	0	0	0	+	260062-1	19	0	16	mmu-mir-141	72	47	63	1	16,	0,	47,
22	1	0	0	0	0	0	0	+	260067-1	23	0	23	mmu-mir-16-2	95	14	37	1	23,	0,	14,
17	1	0	0	0	0	0	0	+	260071-1	18	0	18	mmu-mir-295	69	45	63	1	18,	0,	45,
22	1	0	0	0	0	0	0	+	260103-1	23	0	23	mmu-mir-421	76	44	67	1	23,	0,	44,
18	0	0	0	0	0	0	0	+	260105-1	19	0	18	mmu-mir-466g	80	47	65	1	18,	0,	47,
18	1	0	0	0	0	0	0	+	260144-1	19	0	19	mmu-mir-715	110	43	62	1	19,	0,	43,
21	0	0	0	0	0	1	1	+	260145-1	21	0	21	mmu-mir-715	110	43	65	2	13,8,	0,13,	43,57,
18	1	0	0	0	0	0	0	+	260157-1	19	0	19	mmu-mir-485	73	44	63	1	19,	0,	44,
16	0	0	0	0	0	0	0	+	260168-1	16	0	16	mmu-mir-148a	99	60	76	1	16,	0,	60,
18	0	0	0	0	0	0	0	+	260177-1	21	0	18	mmu-mir-292	82	50	68	1	18,	0,	50,
18	1	0	0	0	0	0	0	+	260193-1	19	0	19	mmu-mir-339	96	52	71	1	19,	0,	52,
19	1	0	0	0	0	0	0	+	260200-1	20	0	20	mmu-let-7e	93	14	34	1	20,	0,	14,
18	0	0	0	0	0	0	0	+	260238-1	18	0	18	mmu-mir-714	110	75	93	1	18,	0,	75,
20	1	0	0	0	0	0	0	+	260248-1	21	0	21	mmu-mir-183	70	6	27	1	21,	0,	6,
18	1	0	0	0	0	0	0	+	260271-1	19	0	19	mmu-mir-28	86	53	72	1	19,	0,	53,
20	1	0	0	0	0	0	0	+	260274-1	21	0	21	mmu-mir-101b	97	60	81	1	21,	0,	60,
20	1	0	0	0	0	0	0	+	260274-1	21	0	21	mmu-mir-101a	83	50	71	1	21,	0,	50,
19	1	0	0	0	0	0	0	+	260334-1	20	0	20	mmu-mir-154	66	41	61	1	20,	0,	41,
20	1	0	0	0	0	0	0	+	260341-1	21	0	21	mmu-mir-376c	86	52	73	1	21,	0,	52,
19	1	0	0	0	0	0	0	+	260352-1	20	0	20	mmu-mir-21	92	16	36	1	20,	0,	16,
21	1	0	0	0	0	0	0	+	260365-1	22	0	22	mmu-mir-29b-2	81	50	72	1	22,	0,	50,
21	1	0	0	0	0	0	0	+	260365-1	22	0	22	mmu-mir-29b-1	71	45	67	1	22,	0,	45,
19	0	0	0	0	0	0	0	+	260389-1	20	1	20	mmu-mir-708	109	73	92	1	19,	1,	73,
17	1	0	0	0	0	0	0	-	260389-1	20	2	20	mmu-mir-151	68	10	28	1	18,	0,	10,
17	1	0	0	0	0	0	0	+	260411-1	18	0	18	mmu-mir-24-2	107	60	78	1	18,	0,	60,
17	1	0	0	0	0	0	0	+	260411-1	18	0	18	mmu-mir-24-1	68	43	61	1	18,	0,	43,
18	1	0	0	0	0	0	0	+	260427-1	20	1	20	mmu-mir-22	95	57	76	1	19,	1,	57,
20	0	0	0	0	0	0	0	+	260462-1	20	0	20	mmu-mir-92b	83	52	72	1	20,	0,	52,
18	1	0	0	0	0	0	0	+	260462-1	20	0	19	mmu-mir-92a-2	91	55	74	1	19,	0,	55,
18	1	0	0	0	0	0	0	+	260462-1	20	0	19	mmu-mir-92a-1	80	50	69	1	19,	0,	50,
20	1	0	0	0	0	0	0	+	260463-1	21	0	21	mmu-mir-1934	83	10	31	1	21,	0,	10,
20	0	0	0	0	0	1	4	+	260506-1	20	0	20	mmu-mir-302d	66	38	62	2	5,15,	0,5,	38,47,
17	1	0	0	0	0	0	0	+	260515-1	18	0	18	mmu-mir-18a	96	16	34	1	18,	0,	16,
20	1	0	0	0	0	0	0	+	260528-1	21	0	21	mmu-mir-666	99	18	39	1	21,	0,	18,
16	0	0	0	0	0	0	0	+	260529-1	21	5	21	mmu-mir-181a-2	76	11	27	1	16,	5,	11,
16	0	0	0	0	0	0	0	+	260529-1	21	5	21	mmu-mir-181a-1	87	18	34	1	16,	5,	18,
17	1	0	0	0	0	0	0	+	260535-1	23	0	18	mmu-mir-690	109	59	77	1	18,	0,	59,
19	1	0	0	0	0	0	0	+	260544-1	20	0	20	mmu-mir-337	97	29	49	1	20,	0,	29,
18	1	0	0	0	0	0	0	+	260551-1	19	0	19	mmu-mir-195	94	20	39	1	19,	0,	20,
19	1	0	0	0	0	0	0	+	260553-1	20	0	20	mmu-mir-294	84	14	34	1	20,	0,	14,
19	1	0	0	0	0	0	0	+	260564-1	20	0	20	mmu-mir-431	91	33	53	1	20,	0,	33,
22	1	0	0	0	0	0	0	+	260568-1	23	0	23	mmu-mir-298	82	10	33	1	23,	0,	10,
20	1	0	0	0	0	0	0	+	260598-1	21	0	21	mmu-mir-294	84	50	71	1	21,	0,	50,
23	0	0	0	0	0	0	0	+	260611-1	23	0	23	mmu-mir-293	80	38	61	1	23,	0,	38,
16	0	0	0	0	0	0	0	+	260626-1	20	1	17	mmu-mir-291b	79	13	29	1	16,	1,	13,
17	0	0	0	0	0	0	0	+	260626-1	20	0	17	mmu-mir-291a	82	13	30	1	17,	0,	13,
17	1	0	0	0	0	0	0	+	260633-1	18	0	18	mmu-mir-467f	120	63	81	1	18,	0,	63,
17	1	0	0	0	0	0	0	+	260633-1	18	0	18	mmu-mir-466i	121	64	82	1	18,	0,	64,
18	0	0	0	0	0	0	0	-	260633-1	18	0	18	mmu-mir-467g	120	78	96	1	18,	0,	78,
18	1	0	0	0	0	0	0	+	260642-1	19	0	19	mmu-mir-302b	74	10	29	1	19,	0,	10,
19	1	0	0	0	0	0	0	+	260643-1	20	0	20	mmu-mir-423	109	65	85	1	20,	0,	65,
18	1	0	0	0	0	0	0	+	260669-1	19	0	19	mmu-mir-652	98	60	79	1	19,	0,	60,
19	1	0	0	0	0	0	0	+	260693-1	20	0	20	mmu-mir-302d	66	5	25	1	20,	0,	5,
19	1	0	0	0	0	0	0	+	260697-1	20	0	20	mmu-mir-674	100	24	44	1	20,	0,	24,
18	1	0	0	0	0	0	0	+	260703-1	19	0	19	mmu-mir-146a	65	5	24	1	19,	0,	5,
20	1	0	0	0	0	0	0	+	260724-1	21	0	21	mmu-mir-298	82	10	31	1	21,	0,	10,
20	1	0	0	0	0	0	0	+	260730-1	21	0	21	mmu-mir-30d	82	11	32	1	21,	0,	11,
17	0	0	0	0	0	0	0	+	260731-1	17	0	17	mmu-mir-23b	74	46	63	1	17,	0,	46,
17	0	0	0	0	0	0	0	+	260731-1	17	0	17	mmu-mir-23a	75	46	63	1	17,	0,	46,
17	1	0	0	0	0	0	0	+	260734-1	18	0	18	mmu-mir-2134-6	57	9	27	1	18,	0,	9,
17	1	0	0	0	0	0	0	+	260734-1	18	0	18	mmu-mir-2134-5	57	9	27	1	18,	0,	9,
17	1	0	0	0	0	0	0	+	260734-1	18	0	18	mmu-mir-2134-4	57	9	27	1	18,	0,	9,
17	1	0	0	0	0	0	0	+	260734-1	18	0	18	mmu-mir-2134-3	90	27	45	1	18,	0,	27,
17	1	0	0	0	0	0	0	+	260734-1	18	0	18	mmu-mir-2134-2	57	9	27	1	18,	0,	9,
17	1	0	0	0	0	0	0	+	260734-1	18	0	18	mmu-mir-2134-1	55	8	26	1	18,	0,	8,
21	1	0	0	0	0	0	0	+	260735-1	22	0	22	mmu-mir-298	82	10	32	1	22,	0,	10,
19	1	0	0	0	0	0	0	+	260738-1	20	0	20	mmu-let-7c-2	95	13	33	1	20,	0,	13,
19	1	0	0	0	0	0	0	+	260738-1	20	0	20	mmu-let-7c-1	94	15	35	1	20,	0,	15,
16	0	0	0	0	0	0	0	+	260768-1	18	0	16	mmu-mir-302d	66	42	58	1	16,	0,	42,
17	0	0	0	0	0	0	0	+	260768-1	18	0	17	mmu-mir-302c	68	43	60	1	17,	0,	43,
16	0	0	0	0	0	0	0	+	260768-1	18	0	16	mmu-mir-302b	74	48	64	1	16,	0,	48,
17	1	0	0	0	0	0	0	+	260768-1	18	0	18	mmu-mir-302a	69	44	62	1	18,	0,	44,
16	0	0	0	0	0	0	0	+	260781-1	17	0	16	mmu-mir-295	69	42	58	1	16,	0,	42,
18	1	0	0	0	0	0	0	+	260782-1	19	0	19	mmu-mir-467b	73	9	28	1	19,	0,	9,
18	1	0	0	0	0	0	0	+	260782-1	19	0	19	mmu-mir-467a-1	73	9	28	1	19,	0,	9,
19	1	0	0	0	0	0	0	+	260784-1	20	0	20	mmu-mir-20a	107	26	46	1	20,	0,	26,
19	1	0	0	0	0	0	0	+	260786-1	20	0	20	mmu-mir-302a	69	44	64	1	20,	0,	44,
20	1	0	0	0	0	0	0	+	260789-1	21	0	21	mmu-mir-715	110	44	65	1	21,	0,	44,
18	1	0	0	0	0	0	0	+	260800-1	19	0	19	mmu-mir-183	70	45	64	1	19,	0,	45,
16	0	0	0	0	0	0	0	+	260858-1	17	0	16	mmu-mir-154	66	41	57	1	16,	0,	41,
20	1	0	0	0	0	0	0	+	260880-1	21	0	21	mmu-mir-363	75	49	70	1	21,	0,	49,
16	0	0	0	0	0	0	0	+	260890-1	20	4	20	mmu-mir-16-2	95	20	36	1	16,	4,	20,
16	0	0	0	0	0	0	0	+	260890-1	20	4	20	mmu-mir-16-1	93	19	35	1	16,	4,	19,
17	0	0	0	0	0	0	0	+	260892-1	22	5	22	mmu-mir-294	84	53	70	1	17,	5,	53,
18	1	0	0	0	0	0	0	+	260903-1	19	0	19	mmu-mir-2133-2	95	5	24	1	19,	0,	5,
18	1	0	0	0	0	0	0	+	260903-1	19	0	19	mmu-mir-2133-1	91	3	22	1	19,	0,	3,
21	1	0	0	0	0	0	0	+	260906-1	22	0	22	mmu-mir-297b	109	19	41	1	22,	0,	19,
19	0	0	0	0	0	0	0	+	260909-1	20	0	19	mmu-mir-483	73	7	26	1	19,	0,	7,
19	1	0	0	0	0	0	0	+	260940-1	20	0	20	mmu-mir-342	99	60	80	1	20,	0,	60,
19	0	0	0	0	0	0	0	+	260947-1	19	0	19	mmu-mir-501	109	60	79	1	19,	0,	60,
24	1	0	0	0	0	0	0	+	260974-1	25	0	25	mmu-mir-292	82	49	74	1	25,	0,	49,
20	1	0	0	0	0	0	0	+	260989-1	21	0	21	mmu-mir-151	68	7	28	1	21,	0,	7,
19	2	0	0	0	0	0	0	+	261007-1	21	0	21	mmu-mir-669a-1	97	19	40	1	21,	0,	19,
17	1	0	0	0	0	0	0	+	261014-1	18	0	18	mmu-mir-17	84	50	68	1	18,	0,	50,
18	1	0	0	0	0	0	0	+	261025-1	19	0	19	mmu-mir-433	124	67	86	1	19,	0,	67,
17	1	0	0	0	0	0	0	+	261037-1	18	0	18	mmu-mir-3470a	77	11	29	1	18,	0,	11,
20	0	0	0	0	0	0	0	+	261038-1	21	1	21	mmu-mir-300	79	9	29	1	20,	1,	9,
17	1	0	0	0	0	0	0	+	261045-1	18	0	18	mmu-mir-290	83	13	31	1	18,	0,	13,
23	0	0	0	0	0	0	0	+	261050-1	23	0	23	mmu-mir-93	88	51	74	1	23,	0,	51,
18	1	0	0	0	0	0	0	+	261068-1	19	0	19	mmu-mir-434	94	59	78	1	19,	0,	59,
20	1	0	0	0	0	0	0	+	261097-1	21	0	21	mmu-mir-339	96	15	36	1	21,	0,	15,
18	0	0	0	0	0	0	0	-	261141-1	20	2	20	mmu-mir-2182	116	61	79	1	18,	0,	61,
19	1	0	0	0	0	0	0	+	261143-1	20	0	20	mmu-mir-30a	71	46	66	1	20,	0,	46,
19	0	0	0	0	0	1	1	+	261144-1	20	0	19	mmu-mir-292	82	50	70	2	4,15,	0,4,	50,55,
20	0	0	0	0	0	0	0	+	261146-1	20	0	20	mmu-mir-186	71	45	65	1	20,	0,	45,
20	1	0	0	0	0	0	0	+	261155-1	21	0	21	mmu-mir-320	82	48	69	1	21,	0,	48,
16	0	0	0	0	0	0	0	+	261176-1	20	4	20	mmu-mir-293	80	51	67	1	16,	4,	51,
19	0	0	0	0	0	0	0	+	261209-1	19	0	19	mmu-mir-291a	82	42	61	1	19,	0,	42,
22	0	0	0	0	0	0	0	+	261222-1	22	0	22	mmu-mir-2134-6	57	13	35	1	22,	0,	13,
22	0	0	0	0	0	0	0	+	261222-1	22	0	22	mmu-mir-2134-5	57	13	35	1	22,	0,	13,
22	0	0	0	0	0	0	0	+	261222-1	22	0	22	mmu-mir-2134-4	57	13	35	1	22,	0,	13,
22	0	0	0	0	0	0	0	+	261222-1	22	0	22	mmu-mir-2134-3	90	31	53	1	22,	0,	31,
22	0	0	0	0	0	0	0	+	261222-1	22	0	22	mmu-mir-2134-2	57	13	35	1	22,	0,	13,
22	0	0	0	0	0	0	0	+	261222-1	22	0	22	mmu-mir-2134-1	55	12	34	1	22,	0,	12,
20	0	0	0	0	0	0	0	+	261237-1	20	0	20	mmu-mir-130b	82	47	67	1	20,	0,	47,
18	1	0	0	0	0	0	0	+	261243-1	19	0	19	mmu-mir-24-1	68	43	62	1	19,	0,	43,
21	1	0	0	0	0	0	0	+	261247-1	22	0	22	mmu-mir-292	82	50	72	1	22,	0,	50,
21	1	0	0	0	0	0	0	+	261253-1	22	0	22	mmu-mir-592	96	18	40	1	22,	0,	18,
19	0	0	0	0	0	0	0	+	261255-1	19	0	19	mmu-mir-425	85	13	32	1	19,	0,	13,
19	0	0	0	0	0	0	0	+	261265-1	20	1	20	mmu-mir-151	68	43	62	1	19,	1,	43,
18	2	0	0	0	0	0	0	+	261274-1	20	0	20	mmu-mir-302d	66	42	62	1	20,	0,	42,
19	2	0	0	0	0	0	0	+	261298-1	21	0	21	mmu-mir-16-2	95	16	37	1	21,	0,	16,
19	2	0	0	0	0	0	0	+	261298-1	21	0	21	mmu-mir-16-1	93	15	36	1	21,	0,	15,
20	1	0	0	0	0	0	0	+	261301-1	21	0	21	mmu-mir-205	68	6	27	1	21,	0,	6,
20	2	0	0	0	0	0	0	+	261323-1	22	0	22	mmu-mir-292	82	49	71	1	22,	0,	49,
19	1	0	0	0	0	0	0	+	261337-1	20	0	20	mmu-mir-1186	122	20	40	1	20,	0,	20,
19	1	0	0	0	0	0	0	+	261344-1	20	0	20	mmu-mir-329	97	22	42	1	20,	0,	22,
17	0	0	0	0	0	0	0	+	261345-1	17	0	17	mmu-mir-487b	82	49	66	1	17,	0,	49,
20	1	0	0	0	0	0	0	+	261348-1	21	0	21	mmu-mir-135b	97	15	36	1	21,	0,	15,
21	0	0	0	0	0	0	0	+	261348-1	21	0	21	mmu-mir-135a-2	100	22	43	1	21,	0,	22,
21	0	0	0	0	0	0	0	+	261348-1	21	0	21	mmu-mir-135a-1	90	16	37	1	21,	0,	16,
18	1	0	0	0	0	0	0	+	261353-1	19	0	19	mmu-mir-542	85	51	70	1	19,	0,	51,
20	2	0	0	0	0	0	0	+	261362-1	22	0	22	mmu-mir-292	82	49	71	1	22,	0,	49,
20	2	0	0	0	0	0	0	+	261380-1	22	0	22	mmu-mir-26b	85	14	36	1	22,	0,	14,
21	1	0	0	0	0	0	0	+	261380-1	22	0	22	mmu-mir-26a-2	84	13	35	1	22,	0,	13,
21	1	0	0	0	0	0	0	+	261380-1	22	0	22	mmu-mir-26a-1	90	15	37	1	22,	0,	15,
19	1	0	0	0	0	0	0	+	261399-1	20	0	20	mmu-mir-669o	96	18	38	1	20,	0,	18,
18	2	0	0	0	0	0	0	+	261399-1	20	0	20	mmu-mir-669a-2	97	20	40	1	20,	0,	20,
18	2	0	0	0	0	0	0	+	261399-1	20	0	20	mmu-mir-669a-1	97	18	38	1	20,	0,	18,
20	1	0	0	0	0	0	0	+	261405-1	21	0	21	mmu-mir-302a	69	8	29	1	21,	0,	8,
19	1	0	0	0	0	0	0	+	261409-1	20	0	20	mmu-mir-500	92	58	78	1	20,	0,	58,
19	1	0	0	0	0	0	0	+	261416-1	21	0	20	mmu-mir-298	82	10	30	1	20,	0,	10,
18	0	0	0	0	0	0	0	+	261422-1	18	0	18	mmu-mir-297c	98	8	26	1	18,	0,	8,
17	0	0	0	0	0	0	0	+	261422-1	18	0	17	mmu-mir-297b	109	17	34	1	17,	0,	17,
18	0	0	0	0	0	0	0	+	261422-1	18	0	18	mmu-mir-297a-5	90	8	26	1	18,	0,	8,
18	0	0	0	0	0	0	0	+	261422-1	18	0	18	mmu-mir-297a-4	98	8	26	1	18,	0,	8,
18	0	0	0	0	0	0	0	+	261422-1	18	0	18	mmu-mir-297a-3	102	8	26	1	18,	0,	8,
19	0	0	0	0	0	0	0	+	261428-1	19	0	19	mmu-mir-290	83	16	35	1	19,	0,	16,
22	0	0	0	0	0	0	0	+	261449-1	22	0	22	mmu-mir-696	88	11	33	1	22,	0,	11,
21	0	0	0	0	0	0	0	+	261470-1	22	1	22	mmu-mir-2138	86	15	36	1	21,	1,	15,
20	0	0	0	0	0	1	1	+	261497-1	20	0	20	mmu-mir-295	69	42	63	2	10,10,	0,10,	42,53,
16	0	0	0	0	0	0	0	+	261506-1	23	5	21	mmu-mir-706	84	6	22	1	16,	5,	6,
16	0	0	0	0	0	0	0	-	261506-1	23	3	19	mmu-mir-1192	121	87	103	1	16,	4,	87,
19	1	0	0	0	0	0	0	+	261517-1	20	0	20	mmu-mir-155	65	3	23	1	20,	0,	3,
19	1	0	0	0	0	0	0	+	261529-1	21	0	20	mmu-mir-295	69	42	62	1	20,	0,	42,
21	0	0	0	1	1	0	0	+	261533-1	22	0	22	mmu-mir-107	87	51	72	2	17,4,	0,18,	51,68,
21	0	0	0	1	1	0	0	+	261533-1	22	0	22	mmu-mir-103-2	86	51	72	2	17,4,	0,18,	51,68,
21	0	0	0	1	1	0	0	+	261533-1	22	0	22	mmu-mir-103-1	86	51	72	2	17,4,	0,18,	51,68,
20	1	0	0	0	0	0	0	+	261535-1	21	0	21	mmu-mir-770	94	18	39	1	21,	0,	18,
19	1	0	0	0	0	0	0	+	261536-1	20	0	20	mmu-mir-29a	88	53	73	1	20,	0,	53,
20	1	0	0	0	0	0	0	+	261543-1	21	0	21	mmu-mir-181a-2	76	6	27	1	21,	0,	6,
20	1	0	0	0	0	0	0	+	261543-1	21	0	21	mmu-mir-181a-1	87	13	34	1	21,	0,	13,
19	2	0	0	0	0	0	0	+	261546-1	21	0	21	mmu-mir-16-1	93	15	36	1	21,	0,	15,
17	1	0	0	0	0	0	0	+	261570-1	18	0	18	mmu-mir-673	91	14	32	1	18,	0,	14,
21	1	0	0	0	0	0	0	+	261576-1	22	0	22	mmu-mir-182	75	6	28	1	22,	0,	6,
19	1	0	0	0	0	0	0	+	261592-1	20	0	20	mmu-mir-367	75	46	66	1	20,	0,	46,
17	1	0	0	0	0	0	0	+	261594-1	22	0	18	mmu-mir-302a	69	43	61	1	18,	0,	43,
17	1	0	0	0	0	0	0	+	261606-1	18	0	18	mmu-mir-183	70	45	63	1	18,	0,	45,
19	1	0	0	0	0	0	0	+	261613-1	20	0	20	mmu-mir-376c	86	52	72	1	20,	0,	52,
17	1	0	0	0	0	0	0	+	261639-1	19	1	19	mmu-mir-302d	66	44	62	1	18,	1,	44,
21	1	0	0	0	0	0	0	+	261666-1	22	0	22	mmu-mir-21	92	17	39	1	22,	0,	17,
18	1	0	0	0	0	0	0	+	261682-1	19	0	19	mmu-mir-106a	65	4	23	1	19,	0,	4,
19	0	0	0	0	0	0	0	+	261686-1	19	0	19	mmu-mir-28	86	14	33	1	19,	0,	14,
16	0	0	0	0	0	0	0	+	261686-1	19	0	16	mmu-mir-151	68	10	26	1	16,	0,	10,
21	1	0	0	0	0	0	0	+	261731-1	22	0	22	mmu-mir-708	109	26	48	1	22,	0,	26,
18	1	0	0	0	0	0	0	+	261739-1	19	0	19	mmu-mir-483	73	7	26	1	19,	0,	7,
23	1	0	0	0	0	0	0	+	261750-1	24	0	24	mmu-mir-541	90	13	37	1	24,	0,	13,
19	2	0	0	0	0	0	0	+	261758-1	21	0	21	mmu-mir-16-2	95	16	37	1	21,	0,	16,
19	2	0	0	0	0	0	0	+	261758-1	21	0	21	mmu-mir-16-1	93	15	36	1	21,	0,	15,
18	0	0	0	0	0	0	0	+	261783-1	20	1	19	mmu-mir-26a-2	84	14	32	1	18,	1,	14,
18	0	0	0	0	0	0	0	+	261783-1	20	1	19	mmu-mir-26a-1	90	16	34	1	18,	1,	16,
18	1	0	0	0	0	0	0	+	261814-1	19	0	19	mmu-mir-195	94	20	39	1	19,	0,	20,
19	1	0	0	0	0	0	0	+	261834-1	20	0	20	mmu-mir-320	82	47	67	1	20,	0,	47,
21	1	0	0	0	0	0	0	+	261836-1	22	0	22	mmu-mir-669o	96	19	41	1	22,	0,	19,
18	1	0	0	0	0	0	0	+	261850-1	19	0	19	mmu-mir-540	67	42	61	1	19,	0,	42,
20	1	0	0	0	0	0	0	+	261855-1	22	0	21	mmu-mir-669a-3	109	27	48	1	21,	0,	27,
20	1	0	0	0	0	0	0	+	261855-1	22	0	21	mmu-mir-669a-2	97	21	42	1	21,	0,	21,
20	1	0	0	0	0	0	0	+	261855-1	22	0	21	mmu-mir-669a-1	97	19	40	1	21,	0,	19,
20	1	0	0	0	0	0	0	+	261858-1	21	0	21	mmu-mir-22	95	56	77	1	21,	0,	56,
19	1	0	0	0	0	0	0	+	261879-1	20	0	20	mmu-mir-148b	97	60	80	1	20,	0,	60,
17	0	0	0	0	0	0	0	+	261883-1	20	0	17	mmu-mir-29c	88	53	70	1	17,	0,	53,
19	1	0	0	0	0	0	0	+	261883-1	20	0	20	mmu-mir-29b-2	81	51	71	1	20,	0,	51,
19	1	0	0	0	0	0	0	+	261883-1	20	0	20	mmu-mir-29b-1	71	46	66	1	20,	0,	46,
19	0	0	0	0	0	0	0	+	261890-1	20	1	20	mmu-mir-299	63	7	26	1	19,	1,	7,
20	0	0	0	0	0	0	0	-	261890-1	20	0	20	mmu-mir-299	63	37	57	1	20,	0,	37,
17	1	0	0	0	0	0	0	+	261904-1	18	0	18	mmu-mir-130b	82	50	68	1	18,	0,	50,
18	1	0	0	0	0	0	0	+	261905-1	19	0	19	mmu-mir-410	81	14	33	1	19,	0,	14,
18	1	0	0	0	0	0	0	+	261921-1	19	0	19	mmu-mir-28	86	14	33	1	19,	0,	14,
18	1	0	0	0	0	0	0	+	261936-1	19	0	19	mmu-mir-2138	86	52	71	1	19,	0,	52,
18	1	0	0	0	0	0	0	+	261961-1	19	0	19	mmu-let-7f-2	83	7	26	1	19,	0,	7,
18	1	0	0	0	0	0	0	+	261961-1	19	0	19	mmu-let-7f-1	89	7	26	1	19,	0,	7,
18	0	0	0	0	0	0	0	+	261964-1	20	1	19	mmu-mir-302d	66	43	61	1	18,	1,	43,
19	0	0	0	0	0	0	0	+	261993-1	20	1	20	mmu-mir-93	88	15	34	1	19,	1,	15,
20	0	0	0	0	0	0	0	+	262015-1	20	0	20	mmu-mir-294	84	52	72	1	20,	0,	52,
18	0	0	0	0	0	0	0	+	262056-1	18	0	18	mmu-mir-677	109	56	74	1	18,	0,	56,
